,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,year,month,day,Weekday,WeekofYear
348,Country_01,Local_04,Mining,1,III,Male,Third Party (Remote),Fall,pm approx collaborator mr duval sampler preparing change remove buckets pulp samples plant courier slipped fell ground supporting right hand generating lesion described,2017,3,6,Monday,10
349,Country_03,Local_10,Others,1,I,Male,Third Party,Others,pm performing mag activity employee murilo da silva moving acquisition line came across small drainage approximately cm wide small gap traversed drainage employee rested right foot ravine came rest causing right ankle twist soon twisting activities paralyzed employee taken local hospital x ray taken examination made physician serious injury found small swelling released normal activities,2017,3,8,Wednesday,10
350,Country_01,Local_03,Mining,1,V,Male,Third Party,Vehicles and Mobile Equipment,level f license plate went level surface pilot trying locate radio answer call concrete plant distracted crashes vehicle left gable vehicle turns right side happens copilot hits right hand fragment broken glass window right side vehicle,2017,3,9,Thursday,10
351,Country_01,Local_01,Mining,5,V,Male,Third Party,Vehicles and Mobile Equipment,scoop heading rpa cut point cro south unloaded visualizes truck parked lights engine ignited inside thrust scoop found accumulating dismount operator stops scoop gets tell driver truck leave finds one decides go look driver top cro south find returns scoop meters visualizes light lamp shining direction gable approaching finds deceased lying side scoop proceeds give immediate notice supervisory shift control center emergency center,2017,3,8,Wednesday,10
352,Country_02,Local_05,Metals,1,III,Male,Third Party,Machine Protection,employee performing maintenance filter press filtration area grs dismantled hose clamp turning motion contact burr tip one screws exposed causing cut glove wound rd quirodactilo left hand,2017,3,9,Thursday,10
353,Country_01,Local_03,Mining,2,IV,Male,Third Party,Individual protection equipment,nv chamber accumulation aggregates worker made cast shotcrete towards crown work p perceives discomfort fogging full face decides take chooses use safety glasses comfort continue thrown shotcrete p suffers projection shotcrete rebound particles left eye,2017,3,10,Friday,10
354,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,team vms project performed soil collection xix target members teams moving one collection point another mr fabio ahead team stinging behind robson manoel da silva near collection point surprised swarm bees inside play near ground visibility woods hissing noise fabio passed stump robson manoel da silva attacked bees robson sting left arm uniform manoel da silva prick lip screen ripped tangled branches escape,2017,3,15,Wednesday,11
355,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,team vms project performed soil collection xix target members teams moving one collection point another mr fabio ahead team stinging behind robson manoel da silva near collection point surprised swarm bees inside play near ground visibility woods hissing noise fabio passed stump robson manoel da silva attacked bees robson sting left arm uniform manoel da silva prick lip screen ripped tangled branches escape,2017,3,15,Wednesday,11
356,Country_02,Local_08,Metals,2,IV,Female,Employee,Chemical substances,preparation solubilization activity sample chapel maid moving vial nitric acid detached doser causing projection region face upper limbs,2017,3,15,Wednesday,11
357,Country_01,Local_03,Mining,5,V,Male,Third Party (Remote),Power lock,activity changing conveyor belt b feeding primary mill mechanic entered discharge chute x x clean material time automatic sampler x inside chute activated trapping mechanic height chest time accident mechanic alone work area,2017,3,18,Saturday,11
358,Country_01,Local_06,Metals,5,V,Male,Third Party (Remote),Power lock,approximately hours change cables z power cell locked cabinet z transformer loud noise followed oscillation electrical system moment collaborator queneche company eissa found floor head inside adjoining cell z cabinet blocked assigned work received electric shock,2017,3,22,Wednesday,12
359,Country_01,Local_03,Mining,2,V,Male,Third Party,Vehicles and Mobile Equipment,mixer e c incimmet moved positive south ramp direction surface unicon concrete plant height operator observes untimely lights engine go control controls respond equipment starts reverse meters operator jumps cabin meters team hits right gable turns side left area circumstances event presence personnel equipment could affected,2017,3,25,Saturday,12
360,Country_03,Local_10,Others,1,I,Male,Employee,Others,technician magnetometric survey stepped thorn reaction immediately retreat losing balance magnetometer antenna broke,2017,3,25,Saturday,12
361,Country_02,Local_05,Metals,1,IV,Male,Third Party,Fall prevention,employee reports assisted maintenance activity tower electrolysis stepped grp grid polymer glass floor moving causing fall event took place stages displacement fall floor span receiving effort employee fall grp floor side gutter floor supporting structure employee fall lower level grp floor,2017,3,31,Friday,13
362,Country_02,Local_05,Metals,1,III,Male,Employee,Chemical substances,employee reports supervising activity ustulation near ball projection hot humped dust upper floor reached cervical neck region causing first degree burn,2017,4,4,Tuesday,14
363,Country_02,Local_05,Metals,1,IV,Male,Employee,Suspended Loads,employee performed task hoisting big bags containing waelz oxide performing several hoistings employee suffered low voltage electric shock contacting hoist attaching handle big bag,2017,4,5,Wednesday,14
364,Country_02,Local_02,Mining,1,III,Male,Third Party (Remote),Others,employee moved toward structure post came step false suffering twisting left ankle,2017,4,7,Friday,14
365,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,around hs current sediment activity collaborator warley took bee sting neck using screen bee entered bottom screen sting team decided leave workplace due presence bees collaborator reaction continued work normally,2017,4,4,Tuesday,14
366,Country_01,Local_06,Metals,1,II,Male,Third Party,Others,industrial cleaning worker cristian performing cleaning activity gutter striking walls remove solid solution formed moment operator hands slide impact edge gutter causing blow little finger left hand,2017,4,6,Thursday,14
367,Country_01,Local_03,Mining,1,IV,Male,Third Party,Fall prevention,level formerly level hydraulic filling personnel performed installation diameter hdpe pipe ventilation chimney help yard scooptram held pushed end pipe pipe meters length moment pipe gets stuck edge chimney causing pipe form arc height injured worker signals light lamp operator scooptram stop trying retire line fire worker loses balance light contact pipe causing fall level,2017,4,7,Friday,14
368,Country_02,Local_02,Mining,1,II,Male,Third Party,Chemical substances,employee perform painting floor fuel tank area needed cleaning pouring water thinner floor bucket slipped hand mixture projected onto left shoulder lower lip causing redness burning,2017,4,10,Monday,15
369,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,execution soil sampling task potions area around pm luis wca opening machete bitten wasp back right hand using time incident epis needed activity employee evaluated technician found mild localized swelling wound employee reported feel pain could continue activity,2017,4,8,Saturday,14
370,Country_01,Local_03,Mining,1,IV,Male,Third Party (Remote),Electrical Shock,tower n old kv lt disabled de energized dismantled located city pasco last profiles base tower previously disassembled cut using oxyfuel equipment proingcom security supervisor foreman outside fenced area supervising activity indicate stoppage activities evacuation refuge due orange alert indicated detector storms evacuation last employees inside fenced area loud sound heard provoking fright caused staff throw floor inside area proceeded leave work area means ladder apparently loud sound would correspond electrical discharge cable guard passes old towers,2017,4,11,Tuesday,15
371,Country_01,Local_03,Mining,1,IV,Male,Third Party (Remote),Electrical Shock,tower n old kv lt disabled de energized disassembled located city pasco cutting last profiles base tower previously disassembled carried using oxyfuel equipment safety supervisor proingcom foreman external part fenced area supervising activity indicate paralysis activities evacuation refuge due orange alert indicated detector storms evacuation last employees inside fenced area loud sound heard provoking scare caused staff throw floor within area proceeded leave work area means staircase apparently loud sound would correspond electrical discharge cable guard passes old towers,2017,4,11,Tuesday,15
372,Country_02,Local_07,Mining,1,II,Male,Third Party (Remote),Others,end concreting activity employee turned concrete rolling handle make return equipment warehouse bumped tip mangote inferior lip causing hematoma,2017,4,11,Tuesday,15
373,Country_01,Local_01,Mining,1,II,Male,Employee,Others,marking management points supervision breeders enter work carry ventilation inspection surveying work stops turn fan proceed air flow measurements fan turned due pressure breaks fastening points toe sleeve falls floor generating chicoteo gable gable product chicoteo fragment aggregate shocrete projected face injured person producing injury,2017,4,13,Thursday,15
374,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,execution service opening pricked future works ip around employee pedro second line equipment stung wasp right portion neck beetle small size seen employees bite causing employee shock insects manifested employee used ppe required activity developed bite occurred collar shirt face shield technician responsible performing work evaluated sting together injured employee found localized swelling allergy would need paralyze activity followed normally,2017,4,12,Wednesday,15
375,Country_01,Local_04,Mining,1,III,Male,Third Party,Others,moments mr william carried inspection cut block level ob loading platform could realized instants observed drills positive radial ones covered shotcreteados hears noise upper part pit detachments banks center pit mr william goes back leave work metatarsal boots makes contact rock floor causes lose balance stumble gable,2017,4,23,Sunday,16
376,Country_03,Local_10,Others,1,IV,Male,Third Party,Others,employee de lima da silva composing team opening bite survey ip team consisted one mining technician three assistants moving bite touched left foot stump tucum ground covered dry leaves vegetation near drainage felt thorn piercing foot told mining technician happened teammate removed thorn pierced top boot removal spine foot washed verified injury event technician waxed activity returned city porangatu go necessary take employee health unit,2017,4,19,Wednesday,16
377,Country_01,Local_06,Metals,1,II,Male,Third Party,Projection,approx pm mr victor time made visual inspection scaffolding suffered slight blow level right ear metallic extension chute conveyor chain,2017,4,23,Sunday,16
378,Country_03,Local_10,Others,1,I,Male,Third Party,Venomous Animals,execution soil sampling task potions area around pm pablo moving bite bitten right elbow wasp sleeve uniform using time incident ppe needed activity employee evaluated team found mild injury localized swelling employee reported feel pain could continue activity,2017,4,25,Tuesday,17
379,Country_02,Local_07,Mining,4,V,Male,Employee,remains of choco,activity front sanitation slaughter choco scaller local underground mine level front upper jka operator performed front sanitation rock block roof hit equipment accident victim promptly rescued unit emergency brigade transported outpatient clinic received first care transferred municipal paracatu,2017,4,25,Tuesday,17
380,Country_01,Local_01,Mining,4,IV,Male,Employee,Pressed,performing cleaning material mineral accumulates steel plate concrete base rests shown photograph steel plate thickness order complete cleaning workers decide weld steel plate support eyelet type end fixed point fastening pin helical support way lift plate help key remove accumulated material instant pulling chain tecla injured one left hand resting concrete wall line fire product tension exerted tecle helical bolt breaks chain lashes index finger generating injury time accident accident victim used epps including gloves,2017,4,25,Tuesday,17
381,Country_01,Local_03,Mining,1,V,Male,Employee,Others,circumstances mr efra n osorio felix mina nd entered interior pocket level activated compressed air gun installed lower part structure nozzle communicates air lung internal part pocket projecting violent flow air blows left leg worker generates stun noise produced,2017,4,24,Monday,17
382,Country_02,Local_05,Metals,1,II,Male,Employee,Others,employee reports performed routine activities foundry area necessary fit last zamac ingots one packages point ingot slipped hit back right foot causing pain safety footwear worn employee steel toe metatarsal protector,2017,4,28,Friday,17
383,Country_02,Local_02,Mining,2,III,Male,Employee,Manual Tools,employee used lever remove sealing ring front tire wheel loader lhd lever came release fulcrum ring press left ring finger loader shell causing traumatism tip said finger,2017,4,29,Saturday,17
384,Country_02,Local_05,Metals,1,II,Male,Employee,Others,employee reports performed routine activities area electrolysis trying position one cathode sheets easel hit sleeve caused cut superficially left hand,2017,4,30,Sunday,17
385,Country_02,Local_02,Mining,1,II,Male,Third Party (Remote),Others,employee engaged adjusting metallic shapes using tether striking shape tether cable hit lifeline projecting hand metal structure shape causing superficial injury ring finger right hand,2017,5,5,Friday,18
386,Country_01,Local_01,Mining,3,IV,Male,Third Party,Manual Tools,circumstances staff performing rhyming caving hw hw pipe suspended approximately cm floor assistant placed stilson key hw pipe fit pipe height cm base rod holder operator operates chuck slide back causing pipe slide causing tip fourth finger assistant right hand caught stilson key base rod holder time event collaborator used epps,2017,5,6,Saturday,18
387,Country_02,Local_07,Mining,4,V,Male,Employee,Projection,employees rcio rgio performed pump pipe clearing activity fz removal suction spool flange bolts projection pulp causing injuries,2017,5,6,Saturday,18
388,Country_02,Local_07,Mining,2,V,Male,Employee,Projection,employees rcio rgio performed pump pipe clearing activity fz removal suction spool flange bolts projection pulp causing injuries,2017,5,6,Saturday,18
389,Country_01,Local_04,Mining,5,V,Male,Third Party,Fall,performing shotcrete casting resane cruise nv p approximately operator placed left side equipment started release cubic meters time decided paralyze task minutes due leak water roof box allow adhesion shotcrete rock setting restarting shotcrete launch operator left side moved right side equipment assistant operator mixkret see pumping went verify happened returned realized operator assume fallen chimney left job ask help immediately emergency response brigade medical service activated verify death collaborator accident investigation begins,2017,5,10,Wednesday,19
390,Country_02,Local_05,Metals,1,III,Female,Third Party (Remote),Cut,maid handling pipette sample preparation chemical analysis trying place three way pear pipette came break causing superficial cut right hand,2017,5,16,Tuesday,20
391,Country_01,Local_03,Mining,4,IV,Male,Employee,Others,area machine tools maestranza mechanic injured operating bench drill drilling metal jacket x x lining install skip moment accompanied mechanic albino manipulated jacket directed maneuvers right side drill mr albino tells stop drill verify depth drill luis lifts chuck albino pulls iron verifies everything fine communicates restart drilling holes moment victim without apparent reason crosses left arm drill caught drill work clothes causing injury described,2017,5,16,Tuesday,20
392,Country_02,Local_12,Others,1,I,Male,Employee,Others,employee passed corner front door seeing virdro slight swelling frontal region due closing glass door,2017,5,16,Tuesday,20
393,Country_02,Local_07,Mining,1,I,Male,Employee,Cut,activity maintenance scaller breaker arm extension cylinder local underground mine level removal cylinder scaller arm releasing fixing pin cylinder came bumped tool used press hand tool structure equipment,2017,5,17,Wednesday,20
394,Country_01,Local_06,Metals,4,IV,Male,Third Party,Pressed,hours end concentrate truck cleaning driver instructed close gate moment mr carlos back vehicle reported injury left hand transferred medical center attention later evacuation clinic,2017,5,18,Thursday,20
395,Country_01,Local_06,Metals,1,II,Male,Employee,Projection,h mechanic duty section antonio observed activity withdrawal check pom moment impacted pulp line discharge stuck causing irritation right part neck ear mechanic referred medical center evaluation,2017,5,19,Friday,20
396,Country_01,Local_04,Mining,1,IV,Male,Third Party,Projection of fragments,moments collaborators carried inspection conveyor belt tail pulley height load polymer maslucan collaborator heard noise note belt moving towards tail pulley fragmentos mineral fragments projected towards access ramp impacting collaborators evacuated medical post,2017,5,23,Tuesday,21
397,Country_01,Local_04,Mining,1,IV,Male,Third Party,Projection of fragments,moments collaborators carried inspection conveyor belt tail pulley height load polymer maslucan collaborator heard noise note belt moving towards tail pulley fragmentos mineral fragments projected towards access ramp impacting collaborators evacuated medical post,2017,5,23,Tuesday,21
398,Country_01,Local_03,Mining,1,IV,Male,Third Party,Others,circumstances worker walking along straight line level step rock approximately cm x cm bending right ankle caused injury described event occurred worker decided report accident feel pain p approximately begins feel discomfort walking progressive mild pain ankle moment communicates event,2017,5,23,Tuesday,21
399,Country_02,Local_12,Others,1,II,Female,Employee,Others,upon entering building maid slipped fell behind automatic door front entry mat floor wet slippery,2017,5,30,Tuesday,22
400,Country_02,Local_05,Metals,1,IV,Male,Employee,Others,employee reports trying unlock cathodic sheet digger realize blade pressed cable projected hit face,2017,6,4,Sunday,22
401,Country_01,Local_03,Mining,1,IV,Male,Third Party,Projection,level guide wire chamber preparation activity mix shocrete worker performs emptying bag cement towards bucket complete dosage moment dust generated cement enters lower part lenses left eye causing irritation,2017,6,9,Friday,23
402,Country_01,Local_06,Metals,1,III,Male,Third Party,Fall,mr emerson moving trays climbing staircase gives access former dining room finding last step slips falls floor supporting body forward suffering blows right knee floor well nose metal trays carrying causing cut nose ematoma knee,2017,6,9,Friday,23
403,Country_01,Local_04,Mining,1,II,Male,Third Party,Others,circumstances worker prepared food electric pot ensuring lid falls head causing injury described,2017,6,11,Sunday,23
404,Country_01,Local_04,Mining,1,II,Male,Employee,Pressed,circumstances worker two partners placing killer bomb basket manitou team bomb hits index finger right hand basket,2017,6,11,Sunday,23
405,Country_01,Local_06,Metals,1,II,Male,Third Party,Cut,approx hours mr luis maintenance team mobile equipment adjusted bolt front loader j time face impacted key used activity producing slight cut surface face transferred medical service attended registered,2017,6,11,Sunday,23
406,Country_01,Local_01,Mining,1,IV,Male,Third Party,Others,circumstances driver plate truck w k e e impromec went garit plant chicrin nv entering internal mine area santa approx old dining room stops vehicle informs co pilot longer drive turns vehicle trying get van loses balance falls seat complaining intense pain lumbar area citing pain due overexertion due routine activity evacuation residual oil solid waste cylinders previously performed collaborator time event used corresponding epps,2017,6,11,Sunday,23
407,Country_02,Local_02,Mining,3,IV,Male,Third Party (Remote),Pressed,employee performed insertion adjustment joint blind flange tubing one wedges shifted causing movement flange causing rd th fingers left hand pressed,2017,6,14,Wednesday,24
408,Country_01,Local_03,Mining,1,IV,Male,Employee,Projection,convoy locomotive operated mr tito located hopper op positioning st car hopper assistant observe anything ordinary dry load presence water initiates chute hydraulic module hopper switched controls slightly moves hopper handle untimely flow water mud splashes operator generating described injury addition collaborator meters line fire,2017,6,15,Thursday,24
409,Country_01,Local_03,Mining,2,IV,Male,Third Party,Projection,master additive taken afo license plate towards launching team collaborator bonifacio robot assistant moment received bucket emptiness operator enoc feels drops drop additive right eye feeling burning sensation immediately goes wash affected eye team eyes collaborator evacuated natclar time accident employee glasses using correctly,2017,6,17,Saturday,24
410,Country_01,Local_04,Mining,4,IV,Male,Third Party,remains of choco,driver aeq plate dump truck ton heading loading area nv ob tj bp parking proceeding ore loading scoop ydrs moment lift first scoop towards hopper large bank falls causing tipper shake violently operator hit gear lever communicate supervisor evacuated medical center,2017,6,18,Sunday,24
411,Country_01,Local_01,Mining,2,III,Male,Employee,Others,injured collaborators time making hdpe pipe used hydraulic filling released causing one ends pipe impact lip causing injury apparently support deconcentrates releases little pipe action generates pipe presented rubber victa lica copla released generating impact previously described pipe empty without hydraulic load,2017,6,24,Saturday,25
412,Country_01,Local_01,Mining,1,IV,Male,Employee,Others,circumstance ahk license plate empresa serves supervision cma carried field inspections upper bank unexpectedly climbing operational access positive ramp slides excavated area approximately meters high remaining position front part floor occupants vehicle made use safety belt complete epps,2017,6,20,Tuesday,25
413,Country_01,Local_01,Mining,1,IV,Male,Third Party,Others,circumstance ahk license plate empresa serves supervision cma carried field inspections upper bank unexpectedly climbing operational access positive ramp slides excavated area approximately meters high remaining position front part floor occupants vehicle made use safety belt complete epps,2017,6,20,Tuesday,25
414,Country_01,Local_03,Mining,1,II,Female,Third Party,Cut,surface comedor worker company c c made cut lemon time imprisoned knife generating movement impacting first finger left hand causing slight cut,2017,6,24,Saturday,25
415,Country_02,Local_05,Metals,1,II,Male,Employee,Others,employee reports removing zinc sheet cathode take easel slipped hand fell hit left foot,2017,6,23,Friday,25
416,Country_03,Local_10,Others,3,IV,Male,Third Party,Others,execution task assembling box testimony boxes area bonsucesso around orlando research driller geosol trying fit two parts trestles third piece fell hand piece held causing small trauma left thumb employee referred lucas hospital paracatu ltda attended released without leaving work soon,2017,6,19,Monday,25
417,Country_03,Local_10,Others,1,IV,Male,Employee,Others,technician returning activities bite stepped loose rock sloping region released unbalancing employee stepped false twisting ankle,2017,6,22,Thursday,25
418,Country_03,Local_10,Others,1,I,Male,Employee,Venomous Animals,field activity amg project target luiz reconnaissance team boarding car parked windows closed entered mr paulo putting seat belt inside vehicle pressed wasp shoulder neck causing sting believed possibly bee nailed clothes car properly closed,2017,6,22,Thursday,25
419,Country_02,Local_02,Mining,1,III,Male,Employee,Pressed,maintenance boltec level gts rampa xxx mechanic operator equipment performed tests equipment magazine magazine carousel turned operator left middle finger pressed equipment frame,2017,6,29,Thursday,26
420,Country_01,Local_04,Mining,1,III,Male,Third Party,Others,approximately approximately lifting kelly hq towards pulley frame align assistant marco later one struck hand frame generating injury,2017,7,4,Tuesday,27
421,Country_01,Local_03,Mining,1,II,Female,Employee,Others,collaborator moved infrastructure office julio toilets pin right shoe hooked bra left shoe causing take step fall untimely causing injury described,2017,7,4,Tuesday,27
422,Country_02,Local_09,Metals,1,II,Male,Employee,Venomous Animals,environmental monitoring activity area employee surprised swarming swarm weevils exit place endured suffering two stings one face middle finger left hand,2017,7,5,Wednesday,27
423,Country_02,Local_05,Metals,1,II,Male,Employee,Cut,employee performed activity stripping cathodes pulling cathode sheet hand hit side another cathode causing blunt cut nd finger left hand,2017,7,6,Thursday,27
424,Country_01,Local_04,Mining,1,II,Female,Third Party,Fall prevention (same level),assistant cleaned floor module e central camp slipped back immediately grabbed laundry table avoid falling floor suffering described injury,2017,7,9,Sunday,27
